company,batch,status,team_size,company_id,job_title,role,job_type,job_locations,job_posted,company_one_liner,company_website,yc_profile,company_locations,industries,observed_at
Garage,Winter 2024,Active,25,29269,Software Engineer,,Full-time,"New York, NY, US",,Marketplace for America's most essential assets,https://www.shopgarage.com/,https://www.ycombinator.com/companies/garage-2,"New York, NY, USA",B2B,2026-06-02T13:30:24+00:00
GetCrux,Winter 2024,Active,9,29513,Founding Engineer (Full Stack / AI Video) – GetCrux,,Full-time,"Bengaluru, KA, IN; Bengaluru, Karnataka, IN",,AI Creative Strategist,http://getcrux.ai/,https://www.ycombinator.com/companies/getcrux,"San Francisco, CA, USA","B2B, Analytics",2026-06-02T13:30:24+00:00
Giga,Summer 2023,Active,30,29108,Software Engineer I / II - San Francisco,,Full-time,San Francisco,,AI Support Agent for Enterprises.,https://giga.ai/,https://www.ycombinator.com/companies/giga,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Giga,Summer 2023,Active,30,29108,Staff Backend Engineer,,Full-time,"San Francisco, CA, US",,AI Support Agent for Enterprises.,https://giga.ai/,https://www.ycombinator.com/companies/giga,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Godela,Spring 2025,Active,10,30559,Founding Engineer (ML Systems) – Godela,,Full-time,"San Francisco, CA, US",,AI Physics Engine to replace simulations and prototypes,http://godela.ai,https://www.ycombinator.com/companies/godela,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Godela,Spring 2025,Active,10,30559,Founding Engineer (SWE) – Godela,,Full-time,"San Francisco, CA, US",,AI Physics Engine to replace simulations and prototypes,http://godela.ai,https://www.ycombinator.com/companies/godela,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
GovernGPT,Winter 2024,Active,6,28896,"Backend Engineer, Thinking Systems",,Full-time,"Montreal, QC, CA; Montreal, Quebec, CA",,The RFP Platform Asset Managers Adopt,https://www.governgpt.com/,https://www.ycombinator.com/companies/governgpt,"Montreal, QC, Canada",Fintech,2026-06-02T13:30:24+00:00
GrazeMate,Winter 2026,Active,3,31285,AI/ML Engineer,,Full-time,"Sydney, NSW, AU; Sydney, New South Wales, AU",,Robot Cowboys that Herd Cattle with AI Drones,https://grazemate.com,https://www.ycombinator.com/companies/grazemate,"Sydney, NSW, Australia","Industrials, Agriculture",2026-06-02T13:30:24+00:00
GroundControl,Spring 2025,Active,8,30417,Senior Software Developer,,Full-time,"San Mateo, CA, US; St. John's, NL, CA; St. John's, Newfoundland and Labrador, CA",,Vertical AI for highly-regulated manufacturing,https://rungroundcontrol.com/,https://www.ycombinator.com/companies/groundcontrol,"San Francisco, CA, USA","Industrials, Aviation and Space",2026-06-02T13:30:24+00:00
Guac,Summer 2023,Active,9,28940,Backend Engineer,,Full-time,"New York, NY, US",,AI-powered forecasting & replenishment for grocery,https://www.guac.com/,https://www.ycombinator.com/companies/guac,"New York, NY, USA","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Guac,Summer 2023,Active,9,28940,Fullstack Engineer,,Full-time,"New York, NY, US",,AI-powered forecasting & replenishment for grocery,https://www.guac.com/,https://www.ycombinator.com/companies/guac,"New York, NY, USA","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Gumloop,Winter 2024,Active,25,29180,Full Stack Software Engineer ,,Full-time,"San Francisco, CA, US; Vancouver, British Columbia, CA",,A no-code platform for creating agents and automating workflows with…,https://www.gumloop.com/,https://www.ycombinator.com/companies/gumloop,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Gumloop,Winter 2024,Active,25,29180,Senior Full Stack Engineer,,Full-time,"San Francisco Office; Vancouver, BC, CA; Vancouver, British Columbia, CA",,A no-code platform for creating agents and automating workflows with…,https://www.gumloop.com/,https://www.ycombinator.com/companies/gumloop,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Gumloop,Winter 2024,Active,25,29180,Senior Infrastructure Engineer ,,Full-time,"San Francisco Office; Vancouver, BC, CA; Vancouver, British Columbia, CA",,A no-code platform for creating agents and automating workflows with…,https://www.gumloop.com/,https://www.ycombinator.com/companies/gumloop,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
HappyRobot,Summer 2023,Active,80,29069,Software Engineer - Full Stack,,Full-time,"San Francisco, CA, US",,Intelligence that runs your operations. ,https://happyrobot.ai,https://www.ycombinator.com/companies/happyrobot,"San Francisco, CA, USA","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Hemut,Spring 2025,Active,3,30519,Software Engineer,,Full-time,"Pune, MH, IN; Pune, Maharashtra, IN",,AI-powered operating system for trucking companies.,https://www.hemut.com/,https://www.ycombinator.com/companies/hemut,"San Francisco, CA, USA","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Hera,Summer 2025,Active,5,30758,Founding AI Engineer,,Full-time,"Berlin, BE, DE; Berlin, Berlin, DE; San Francisco, CA, US; New York, NY, US; TW; Remote",,AI Motion Designer,https://hera.video/,https://www.ycombinator.com/companies/hera-video,,"B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Hera,Summer 2025,Active,5,30758,Founding Software Engineer,,Full-time,"Berlin, BE, DE; Berlin, Berlin, DE; Remote (San Francisco, CA, US; New York, NY, US; TW)",,AI Motion Designer,https://hera.video/,https://www.ycombinator.com/companies/hera-video,,"B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Hey Telo,Winter 2025,Active,2,30188,AI Engineer Internship (4-6 months),,Internship,"Munich, BY, DE; Munich, Bavaria, DE",,Voice AI for Home Services,https://www.heytelo.com,https://www.ycombinator.com/companies/hey-telo,,B2B,2026-06-02T13:30:24+00:00
Hey Telo,Winter 2025,Active,2,30188,Founding AI Engineer,,Full-time,"Munich, BY, DE; Munich, Bavaria, DE",,Voice AI for Home Services,https://www.heytelo.com,https://www.ycombinator.com/companies/hey-telo,,B2B,2026-06-02T13:30:24+00:00
Hub.xyz,Spring 2026,Active,10,31375,Founding Full Stack AI Engineer,,Full-time,"London, England, GB; Remote (London, England, GB)",,The API for real-world training data.,http://hub.xyz,https://www.ycombinator.com/companies/hubxyz,"Palo Alto, CA, USA",B2B,2026-06-02T13:30:24+00:00
hud,Winter 2025,Active,15,30254,Full-Stack Engineer (Front-End Spike),,Full-time,San Francisco,,Platform for building RL environments and evals ,https://www.hud.ai,https://www.ycombinator.com/companies/hud,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Humwork,Spring 2026,Active,2,30646,Founding Engineer (~5% equity),,Full-time,"San Francisco, CA, US",,Connect AI agents to human experts in 30 seconds,https://humwork.ai,https://www.ycombinator.com/companies/humwork,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
HyLight,Summer 2023,Active,22,28593,Payload Operator & Embedded Data Analyst - Internship,,Internship,"Paris, IDF, FR; Paris, Île-de-France, FR",,Small unmanned hydrogen airships for long range monitoring,https://www.hylight.aero/,https://www.ycombinator.com/companies/hylight,"Paris, Île-de-France, France","Industrials, Climate",2026-06-02T13:30:24+00:00
Infinite,Winter 2025,Active,4,30295,Founding Engineer,,Full-time,"San Francisco, CA, US",,Global B2B Stablecoin Processor,https://infinite.dev,https://www.ycombinator.com/companies/infinite,"San Francisco, CA, USA","Fintech, Payments",2026-06-02T13:30:24+00:00
InspectMind AI,Winter 2024,Active,3,29511,Software Engineer: Build the World’s Best AI Plan Checker,,Full-time,"San Francisco, CA, US; Remote",,AI agent for construction drawings review,https://www.inspectmind.ai,https://www.ycombinator.com/companies/inspectmind-ai,"San Francisco, CA, USA","Real Estate and Construction, Construction",2026-06-02T13:30:24+00:00
Intelligence Factory,Spring 2026,Active,5,31560,Founding Engineer: Manipulation,,Full-time,"San Francisco, CA, US",,Human Intelligence for Robots,https://intelligence-factory.com,https://www.ycombinator.com/companies/intelligence-factory,"San Francisco, CA, USA","Industrials, Manufacturing and Robotics",2026-06-02T13:30:24+00:00
Interfere,Summer 2025,Active,7,30789,Founding AI Engineer,,Full-time,"New York, NY, US",,Production visibility for teams that ship fast,https://interfere.com,https://www.ycombinator.com/companies/interfere,"New York, NY, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Interfere,Summer 2025,Active,7,30789,Head of Developer Relations,,Full-time,"New York, NY, US",,Production visibility for teams that ship fast,https://interfere.com,https://www.ycombinator.com/companies/interfere,"New York, NY, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Inventive AI,Summer 2023,Active,12,29040,Senior Full-Stack Product Engineer,,Full-time,"Mountain View, CA, US; BR; MX; CL; Remote",,AI Agents For RFP and Questionnaire Response Automation ,https://www.inventive.ai/,https://www.ycombinator.com/companies/inventive-ai,"San Francisco, CA, USA","B2B, Sales",2026-06-02T13:30:24+00:00
IronLedger.ai,Summer 2025,Active,2,30685,Founding Software Engineer,,Full-time,"New York, NY, US",,AI-enabled Corporate Cards and Invoice Processing for Real Estate,https://ironledger.ai,https://www.ycombinator.com/companies/ironledger-ai,"New York City, NY, USA","Real Estate and Construction, Housing and Real Estate",2026-06-02T13:30:24+00:00
Jinba,Winter 2026,Active,2,31179,Founding Engineer,,Full-time,San Francisco; US,,Automate enterprise workflows through chat,https://jinba.io,https://www.ycombinator.com/companies/jinba,,B2B,2026-06-02T13:30:24+00:00
Kalinda,Summer 2025,Active,2,30677,Founding Software Engineer,,Full-time,"San Francisco, CA, US",,Deep research for class action law firms,https://www.kalinda.ai/,https://www.ycombinator.com/companies/kalinda,"San Francisco, CA, USA","B2B, Legal",2026-06-02T13:30:24+00:00
kapa.ai,Summer 2023,Active,22,28663,"Research Engineer, Applied AI",,Full-time,GB; DE; FR; NO; DK; SE; FI; PT; ES; BE; NL; IT; CH; AT; CZ; PL; EE; LV; LT; SK; HU; SI; HR; RU; UA; Remote (GB; DE; FR; NO; DK; SE; FI; PT; ES; BE; NL; IT; CH; AT; CZ; PL; EE; LV; LT; SK; HU; SI; HR; RU; UA),,The fastest way to build AI assistants on technical content,https://www.kapa.ai,https://www.ycombinator.com/companies/kapa-ai,Remote,"B2B, Productivity",2026-06-02T13:30:24+00:00
kapa.ai,Summer 2023,Active,22,28663,Software Engineer (Full-stack),,Full-time,GB; EG; RU; UA; TR; FR; IT; ES; PL; RO; KZ; NL; BE; SE; CZ; GR; PT; HU; AT; CH; BG; DK; FI; NO; SK; LT; EE; DE; Remote (GB; EG; RU; UA; TR; FR; IT; ES; PL; RO; KZ; NL; BE; SE; CZ; GR; PT; HU; AT; CH; BG; DK; FI; NO; SK; LT; EE; DE),,The fastest way to build AI assistants on technical content,https://www.kapa.ai,https://www.ycombinator.com/companies/kapa-ai,Remote,"B2B, Productivity",2026-06-02T13:30:24+00:00
Karumi,Fall 2025,Active,5,30966, Product Engineer (Full-Stack),,Full-time,"San Francisco, CA, US; New York, NY, US",,The Waymo of Personalized demos,https://www.karumi.ai/,https://www.ycombinator.com/companies/karumi,,"B2B, Sales",2026-06-02T13:30:24+00:00
Kastle,Summer 2024,Active,10,29715,Founding Applied AI Engineer at Kastle,,Full-time,"San Francisco, CA, US",,AI agents for mortgage servicing,https://kastle.ai/,https://www.ycombinator.com/companies/kastle,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Kino AI,Summer 2023,Active,4,28707,Founding Engineer,,Full-time,"San Francisco, CA, US",,Kino is an AI media manager and video editor for humans and agents.,https://kino.ai,https://www.ycombinator.com/companies/kino-ai,"San Francisco, CA, USA","B2B, Productivity",2026-06-02T13:30:24+00:00
Kinro,Spring 2026,Active,3,31382,Founding AI Engineer,,Full-time,"San Francisco, CA, US",,AI sales agents for insurance. Sell everywhere your buyers are.,https://www.kinro.com/,https://www.ycombinator.com/companies/kinro,"San Francisco, CA, USA","B2B, Sales",2026-06-02T13:30:24+00:00
Kontigo,Summer 2024,Active,10,29820,Founding Engineer,,Full-time,"San Francisco, CA, US; Remote",,USDC-Smart Neobank for Latinos. ,https://kontigo.lat/,https://www.ycombinator.com/companies/kontigo,"San Francisco, CA, USA","Fintech, Banking and Exchange",2026-06-02T13:30:24+00:00
Leeroo,Spring 2025,Active,3,29656,Founding Engineer,,Full-time,"London, England, GB; Remote",,Organizational Superintelligence,https://www.leeroo.com/,https://www.ycombinator.com/companies/leeroo,"London, United Kingdom",B2B,2026-06-02T13:30:24+00:00
LegalOS,Winter 2026,Active,3,31101,Founding Engineer,,Full-time,"San Francisco, CA, US; Remote (San Francisco, CA, US; CA, US)",,The AI-Native Immigration Law Firm,https://www.legalos.ai,https://www.ycombinator.com/companies/legalos,"San Francisco, CA, USA; Remote","B2B, Legal",2026-06-02T13:30:24+00:00
Legora,Winter 2024,Active,400,29201,Senior Full-stack engineer,,Full-time,"Stockholm, Stockholm County, SE",,The AI workspace for lawyers,https://www.legora.com/,https://www.ycombinator.com/companies/legora,"Stockholm, Stockholm County, Sweden","B2B, Legal",2026-06-02T13:30:24+00:00
Librar Labs,Winter 2026,Active,3,31283,Founding Engineer,,Full-time,"San Francisco, CA, US; New York, NY, US; Stockholm, Stockholm County, SE",,Intelligence for cultural institutions,https://www.librarlabs.com,https://www.ycombinator.com/companies/librar-labs,,"B2B, Infrastructure",2026-06-02T13:30:24+00:00
Lighthouz AI,Summer 2024,Active,8,29705,Software Engineer (4-6 Years Experience),,Full-time,"DL, IN; Delhi, IN",,"Freight bill audits, AP, AR automation for freight brokers with…",https://lighthouz.ai/,https://www.ycombinator.com/companies/lighthouz-ai,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Lucent,Winter 2026,Active,2,31087,Founding Engineer,,Full-time,"San Francisco, CA, US",,AI that automatically improves products from user behavior,https://lucenthq.com,https://www.ycombinator.com/companies/lucent,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Lucis,Spring 2025,Active,17,30482,AI engineering,,Full-time,"Paris, France",,Function Health for Europe ,https://www.lucis.life,https://www.ycombinator.com/companies/lucis,"Paris, Île-de-France, France","Healthcare, Consumer Health and Wellness",2026-06-02T13:30:24+00:00
Lucis,Spring 2025,Active,17,30482,Platform engineering ,,Full-time,"Paris, France",,Function Health for Europe ,https://www.lucis.life,https://www.ycombinator.com/companies/lucis,"Paris, Île-de-France, France","Healthcare, Consumer Health and Wellness",2026-06-02T13:30:24+00:00
Macadamia,Winter 2025,Active,2,30260,Founding Engineer (Full-Stack),,Full-time,"San Francisco, CA, US; Ghent, Flanders, BE",,AI Agents for Complex Engineering Projects,https://macadamialabs.com,https://www.ycombinator.com/companies/macadamia,,"B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Maitai,Summer 2024,Active,6,29647,Full-Stack Engineer - Agent Marketplace (In-Person RWC Only),,Full-time,"Redwood City, CA, US",,"Reliable, self-improving enterprise AI",https://trymaitai.com,https://www.ycombinator.com/companies/maitai,,"B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Manufact (formerly mcp-use),Summer 2025,Active,4,30710,Internship - Software Engineer,,Internship,"Zürich, ZH, CH",,Open source SDK & cloud infrastructure for MCP Servers & ChatGPT Apps ,https://manufact.com,https://www.ycombinator.com/companies/manufact,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Mem0,Summer 2024,Active,10,29585,Applied AI Engineer,,Full-time,San Francisco Bay Area,,The Memory layer for AI Agents,https://mem0.ai,https://www.ycombinator.com/companies/mem0,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Mem0,Summer 2024,Active,10,29585,Backend Engineer,,Full-time,San Francisco Bay Area,,The Memory layer for AI Agents,https://mem0.ai,https://www.ycombinator.com/companies/mem0,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Mem0,Summer 2024,Active,10,29585,Full Stack Engineer,,Full-time,San Francisco Bay Area,,The Memory layer for AI Agents,https://mem0.ai,https://www.ycombinator.com/companies/mem0,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Menza,Winter 2026,Active,3,28879,Software Development Engineer,,Full-time,"London, England, GB",,The AI data analyst for consumer brands,https://menza.ai/,https://www.ycombinator.com/companies/menza,"London, United Kingdom","B2B, Analytics",2026-06-02T13:30:24+00:00
Mercura,Winter 2025,Active,14,30346,Full-Stack Engineer,,Full-time,Munich,,AI Quote and Order Automation for Distributors & Manufacturers,https://www.mercura.ai,https://www.ycombinator.com/companies/mercura,,"B2B, Sales",2026-06-02T13:30:24+00:00
Mercura,Winter 2025,Active,14,30346,Full-Stack Engineering Intern,,Full-time,Munich,,AI Quote and Order Automation for Distributors & Manufacturers,https://www.mercura.ai,https://www.ycombinator.com/companies/mercura,,"B2B, Sales",2026-06-02T13:30:24+00:00
Metorial,Fall 2025,Active,4,30960,Backend Engineer,,Full-time,Remote,,Agentic infrastructure to power AI-native companies.,https://metorial.com,https://www.ycombinator.com/companies/metorial,Remote,B2B,2026-06-02T13:30:24+00:00
Metorial,Fall 2025,Active,4,30960,Founding Engineer,,Full-time,Remote,,Agentic infrastructure to power AI-native companies.,https://metorial.com,https://www.ycombinator.com/companies/metorial,Remote,B2B,2026-06-02T13:30:24+00:00
Metorial,Fall 2025,Active,4,30960,Infrastructure/DevOps Engineer,,Full-time,Remote,,Agentic infrastructure to power AI-native companies.,https://metorial.com,https://www.ycombinator.com/companies/metorial,Remote,B2B,2026-06-02T13:30:24+00:00
MorphoAI,Spring 2025,Active,7,30512,Founding Engineer,,Full-time,"London, England, GB; New York, NY, US; San Francisco, CA, US",,Software tool for designing robots and machines ,https://morpho.ai/,https://www.ycombinator.com/companies/morphoai,"New York, NY, USA","Industrials, Manufacturing and Robotics",2026-06-02T13:30:24+00:00
Mount,Spring 2026,Active,2,31440,"Founding AI Engineer, Underwriting & AI Risk",,Full-time,"San Francisco, CA, US",,The AI Insurance Carrier,https://mount.insure,https://www.ycombinator.com/companies/mount,"San Francisco, CA, USA","Fintech, Insurance",2026-06-02T13:30:24+00:00
nao Labs,Spring 2025,Active,2,30405,Software Engineer Intern,,Internship,"Paris, IDF, FR; Paris, Île-de-France, FR",,Open Source Analytics Agent,https://getnao.io/,https://www.ycombinator.com/companies/nao-labs,"San Francisco, CA, USA","B2B, Analytics",2026-06-02T13:30:24+00:00
NOSO LABS,Summer 2025,Active,3,30795,Founding Engineer,,Full-time,"San Francisco, CA, US",,Build AI agents for field technicians to diagnose and sell 10x better,https://noso.so,https://www.ycombinator.com/companies/noso-labs,"San Francisco, CA, USA",Industrials,2026-06-02T13:30:24+00:00
OffDeal,Winter 2024,Active,15,29390,Full Stack Engineer (New Grad),,Full-time,New York,,AI-native investment bank for small businesses,https://offdeal.io,https://www.ycombinator.com/companies/offdeal,"New York, NY, USA",B2B,2026-06-02T13:30:24+00:00
OnDeck AI,Summer 2025,Active,5,30652,Founding Engineer,,Full-time,"Vancouver, BC, CA; Vancouver, British Columbia, CA",,"Analyze any footage, without training a model",https://www.ondeckai.com,https://www.ycombinator.com/companies/ondeck-ai,"Vancouver, BC, Canada","B2B, Analytics",2026-06-02T13:30:24+00:00
OnDeck AI,Summer 2025,Active,5,30652,Founding Machine Learning Engineer,,Full-time,"Vancouver, BC, CA; Vancouver, British Columbia, CA",,"Analyze any footage, without training a model",https://www.ondeckai.com,https://www.ycombinator.com/companies/ondeck-ai,"Vancouver, BC, Canada","B2B, Analytics",2026-06-02T13:30:24+00:00
Onyx,Winter 2024,Active,20,29177,Fullstack Engineer,,Full-time,"San Francisco, CA, US",,Open Source AI Chat,https://www.onyx.app/,https://www.ycombinator.com/companies/onyx,"San Francisco, CA, USA","B2B, Productivity",2026-06-02T13:30:24+00:00
Onyx,Winter 2024,Active,20,29177,Machine Learning Engineer,,Full-time,"San Francisco, CA, US",,Open Source AI Chat,https://www.onyx.app/,https://www.ycombinator.com/companies/onyx,"San Francisco, CA, USA","B2B, Productivity",2026-06-02T13:30:24+00:00
Onyx,Winter 2024,Active,20,29177,"Technical Lead, Frontend",,Full-time,"San Francisco, CA, US",,Open Source AI Chat,https://www.onyx.app/,https://www.ycombinator.com/companies/onyx,"San Francisco, CA, USA","B2B, Productivity",2026-06-02T13:30:24+00:00
OpenFunnel,Fall 2024,Active,4,30033,Founding Engineer (AI + Backend),,Full-time,"San Francisco, CA, US",,We monitor your TAM and surface companies when custom triggers fire.,https://openfunnel.dev,https://www.ycombinator.com/companies/openfunnel,"San Francisco, CA, USA","B2B, Sales",2026-06-02T13:30:24+00:00
Openmart,Winter 2024,Active,6,29424,Founding Engineer (Backend),,Full-time,"Foster City, CA, US",,Local business data intelligence platform,https://www.openmart.com,https://www.ycombinator.com/companies/openmart,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Openmart,Winter 2024,Active,6,29424,Full-Stack Engineer ,,Full-time,"Foster City, CA, US",,Local business data intelligence platform,https://www.openmart.com,https://www.ycombinator.com/companies/openmart,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Optifye.ai,Winter 2025,Active,8,30315,Founding Engineer,,Full-time,"New Delhi, DL, IN; New Delhi, Delhi, IN; Gurugram, HR, IN; Gurugram, Haryana, IN",,AI performance monitoring for factory workers,https://www.optifye.ai,https://www.ycombinator.com/companies/optifye-ai,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Osium AI,Summer 2023,Active,2,28980,Full-stack engineer at Osium AI (S23),,Full-time,"Paris, IDF, FR",,Speed up materials innovation with Artificial Intelligence,https://osium.ai/,https://www.ycombinator.com/companies/osium-ai,"Paris, Île-de-France, France",B2B,2026-06-02T13:30:24+00:00
Overstand Labs,Winter 2025,Active,4,29727,Founding Software Engineer - Forward Deployed,,Full-time,"San Francisco, CA, US; New York, NY, US",,Navigate any set of data - no matter how large - in minutes.,https://overstandlabs.com,https://www.ycombinator.com/companies/overstand-labs,"New York City, NY, USA","B2B, Analytics",2026-06-02T13:30:24+00:00
Paasa,Summer 2024,Active,9,29789,Founding Engineer,,Full-time,"Gurugram, HR, IN",,Invest in Global Equities from India,https://paasa.com,https://www.ycombinator.com/companies/paasa,"Gurugram, HR, India","Fintech, Asset Management",2026-06-02T13:30:24+00:00
ParadeDB,Summer 2023,Active,10,29087,Distributed Systems Engineer — Postgres Platform,,Full-time,"San Francisco, CA, US; Remote (US; CA)",,"Simple, Elastic-quality search for Postgres",https://paradedb.com,https://www.ycombinator.com/companies/paradedb,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Parahelp,Summer 2024,Active,7,29684,Founding Front End Engineer,,Full-time,"San Francisco, CA, US",,"The AI agent that resolves complex support tickets, effortlessly",https://parahelp.com/,https://www.ycombinator.com/companies/parahelp,"San Francisco, CA, USA","B2B, Operations",2026-06-02T13:30:24+00:00
Paratus Health,Winter 2025,Active,6,30337,Founding Engineer #2,,Full-time,"Menlo Park, CA, US",,Medical Voice Agents for Patient Management,https://paratushealth.com/,https://www.ycombinator.com/companies/paratus-health,"Menlo Park, CA, USA","Healthcare, Healthcare IT",2026-06-02T13:30:24+00:00
Parrot,Fall 2025,Active,3,30848,Founding Mobile Engineer,,Full-time,"San Francisco, CA, US",,TikTok for language learning,https://parrotapp.com/,https://www.ycombinator.com/companies/parrot,"San Francisco, CA, USA",Consumer,2026-06-02T13:30:24+00:00
Partcl,Spring 2025,Active,,30191,Founding Engineer (Systems + ML),,Full-time,"San Francisco, CA, US",,Design a chip in minutes,https://partcl.com/,https://www.ycombinator.com/companies/partcl,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Pax,Summer 2024,Active,10,29755,Founding Engineer (Staff),,Full-time,"San Francisco, CA, US",,AI Broker for Tariff Refunds,https://paxai.com/,https://www.ycombinator.com/companies/pax,"San Francisco, CA, USA","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
PAX Markets,Winter 2025,Active,6,30256,Founding Software Engineer,,Full-time,"Redwood City, CA, US",,"More 𝛼, less latency: exchange and HFT on one chip.",https://pax.markets/,https://www.ycombinator.com/companies/pax-markets,"Redwood City, CA, USA","Fintech, Banking and Exchange",2026-06-02T13:30:24+00:00
Pelica,Spring 2025,Active,5,30533,Full stack software engineer,,Contract,"San Francisco, CA, US; Remote",,Transforming healthcare operations with AI agents,https://www.pelica.com/,https://www.ycombinator.com/companies/pelica,"San Francisco, CA, USA","Healthcare, Healthcare IT",2026-06-02T13:30:24+00:00
Pelica,Spring 2025,Active,5,30533,Machine Learning Engineer,,Contract,"San Francisco, CA, US; Remote",,Transforming healthcare operations with AI agents,https://www.pelica.com/,https://www.ycombinator.com/companies/pelica,"San Francisco, CA, USA","Healthcare, Healthcare IT",2026-06-02T13:30:24+00:00
Photonium,Spring 2025,Active,3,30465,Founding ML Engineer,,Full-time,"New York, NY, US",,AI-Powered Optical Consulting & Software,https://www.photoniumoptics.com/,https://www.ycombinator.com/companies/photonium,"New York City, NY, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Plume,Summer 2024,Active,4,29701,Founding Engineer,,Full-time,"Paris, IDF, FR; Paris, Île-de-France, FR",,Renewable infrastructure deployment at scale.,http://www.plumefinder.com,https://www.ycombinator.com/companies/plume,"Paris, Île-de-France, France","Industrials, Climate",2026-06-02T13:30:24+00:00
Plume,Summer 2024,Active,4,29701,Software Engineer,,Full-time,"Paris, IDF, FR; Paris, Île-de-France, FR",,Renewable infrastructure deployment at scale.,http://www.plumefinder.com,https://www.ycombinator.com/companies/plume,"Paris, Île-de-France, France","Industrials, Climate",2026-06-02T13:30:24+00:00
Pocket,Winter 2026,Active,6,31214,Tauri Developer,,Contract,Remote,,Take Notes in the Real World,https://heypocket.com/now,https://www.ycombinator.com/companies/pocket,"San Francisco, CA, USA",Consumer,2026-06-02T13:30:24+00:00
PointOne,Winter 2024,Active,15,29286,Security Infrastructure Engineer,,Full-time,"New York, NY, US",,AI Time Platform for Law Firms,https://pointone.com/,https://www.ycombinator.com/companies/pointone,"New York, NY, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
PointOne,Winter 2024,Active,15,29286,Senior Software Engineer,,Full-time,"New York, NY, US",,AI Time Platform for Law Firms,https://pointone.com/,https://www.ycombinator.com/companies/pointone,"New York, NY, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
PointOne,Winter 2024,Active,15,29286,Software Engineer,,Full-time,"New York, NY, US",,AI Time Platform for Law Firms,https://pointone.com/,https://www.ycombinator.com/companies/pointone,"New York, NY, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Proception Inc,Winter 2025,Active,10,30320,Embedded Linux Robotics Software Engineer,,Full-time,"Palo Alto, CA, US",,Making humanoids dexterous enough to thread a needle,https://proception.ai/,https://www.ycombinator.com/companies/proception-inc,"San Francisco, CA, USA","Industrials, Manufacturing and Robotics",2026-06-02T13:30:24+00:00
ProcIndex,Summer 2025,Active,2,30719,Software engineer - 2,,Full-time,IN; Remote (IN),,AI Agents for Accounting Operations,https://procindex.com/,https://www.ycombinator.com/companies/procindex,"San Francisco, CA, USA","B2B, Finance and Accounting",2026-06-02T13:30:24+00:00
ProhostAI,Summer 2024,Active,5,29607,"Founding Engineer, Full Stack",,Full-time,"San Francisco, CA, US; Remote (US)",,AI Property Manager for Airbnb & Short-Term Rental Hosts,https://www.prohost.ai/,https://www.ycombinator.com/companies/prohostai,"New York City, NY, USA",B2B,2026-06-02T13:30:24+00:00
